,Code_(CPT/DRG),Description,Rev_Code,Inpatient/Outpatient,Gross_Charges,Discounted_Cash_Price,Aetna,Cigna,Empire_Blue_Cross_Blue_Shield,Emblem_Health,United_Health_Group,Aetna_Medicare,AgeWell_Medicare,Emblem_Medicare,Empire_Medicare,Fidelis_Medicare,Healthfirst_Medicare,UHC_Community_Plan/United_Medicare,VNS_Medicare,WellCare_Medicare,1199,Affinity_Molina_Essential,Affinity_Molina_Medicaid/CHP,Amida_Care_Medicaid,Emblem_Medicaid/CHP,Empire_Healthplus_Essential,Empire_Healthplus_Exchange,Empire_Healthplus_Medicaid/CHP,Fidelis_Essential/Exchange,Fidelis_Medicaid/CHP,Healthfirst_Essential/Exchange,Healthfirst_Medicaid/CHP,MVP_Medicaid/CHP,MVP_Essential,United_Community_Plan_Essential,United_Community_Plan_Medicaid,VNS_Medicaid,Consumer_Health_Network,Devon,Equian,First_Health,Magnacare,Multiplan/Beechstreet/PHCS,QHM,Worldwide,Minimum_Negotiated_Charge,Maximum_Negotiated_Charge
2896,57520,CONIZATION OF CERVIX,0360,Inpatient/Outpatient,22903.0,22903.0,9144,7496,11924,9474.4,6002,3463.614,4329.5175,3463.614,3463.614,3463.614,3567.52242,3498.25014,3567.52242,3584.84049,2107,3648.03093,1621.34708,1864.549142,1864.549142,3648.03093,4053.3677,1621.34708,4053.3677,1621.34708,13741.8,1702.414434,1621.34708,1945.616496,2269.885912,1621.34708,1621.34708,10407.1232,10407.1232,10407.1232,10407.1232,10407.1232,10407.1232,10407.1232,10407.1232,1621.34708,13741.8
2897,57522,HC CONIZATION CERVIX LOOP ELECTRODE EXC,0360,Inpatient/Outpatient,20131.0,20131.0,9144,7496,11924,9474.4,6002,3463.614,4329.5175,3463.614,3463.614,3463.614,3567.52242,3498.25014,3567.52242,3584.84049,2107,3648.03093,1621.34708,1864.549142,1864.549142,3648.03093,4053.3677,1621.34708,4053.3677,1621.34708,12078.6,1702.414434,1621.34708,1945.616496,2269.885912,1621.34708,1621.34708,9147.5264,9147.5264,9147.5264,9147.5264,9147.5264,9147.5264,9147.5264,9147.5264,1621.34708,12078.6
2898,57530,REMOVAL OF CERVIX,0360,Inpatient/Outpatient,40407.0,40407.0,9144,7496,11924,9474.4,6002,5678.00975,7097.5121875,5678.00975,5678.00975,5678.00975,5848.3500425,5734.7898475,5848.3500425,5876.74009125,2412,3648.03093,1621.34708,1864.549142,1864.549142,3648.03093,4053.3677,1621.34708,4053.3677,1621.34708,24244.2,1702.414434,1621.34708,1945.616496,2269.885912,1621.34708,1621.34708,18360.9408,18360.9408,18360.9408,18360.9408,18360.9408,18360.9408,18360.9408,18360.9408,1621.34708,24244.2
2899,57558,D C OF CERVICAL STUMP,0360,Inpatient/Outpatient,26035.0,26035.0,9144,7496,11924,9474.4,6002,3463.614,4329.5175,3463.614,3463.614,3463.614,3567.52242,3498.25014,3567.52242,3584.84049,2107,3648.03093,1621.34708,1864.549142,1864.549142,3648.03093,4053.3677,1621.34708,4053.3677,1621.34708,15621,1702.414434,1621.34708,1945.616496,2269.885912,1621.34708,1621.34708,11830.304,11830.304,11830.304,11830.304,11830.304,11830.304,11830.304,11830.304,1621.34708,15621.0
2900,57700,REVISION OF CERVIX,0360,Inpatient/Outpatient,30621.0,30621.0,9144,7496,11924,9474.4,6002,3463.614,4329.5175,3463.614,3463.614,3463.614,3567.52242,3498.25014,3567.52242,3584.84049,1564,3648.03093,1621.34708,1864.549142,1864.549142,3648.03093,4053.3677,1621.34708,4053.3677,1621.34708,18372.6,1702.414434,1621.34708,1945.616496,2269.885912,1621.34708,1621.34708,13914.1824,13914.1824,13914.1824,13914.1824,13914.1824,13914.1824,13914.1824,13914.1824,1564.0,18372.6
2901,58100,HC ENDOMETRIAL BIOPSY,0360,Inpatient/Outpatient,18237.0,18237.0,9144,559,9829,9474.4,3070,218.20925,272.7615625,218.20925,218.20925,218.20925,224.7555275,220.3913425,224.7555275,225.84657375,340,1627.87969125,723.502085,832.02739775,832.02739775,1627.87969125,1808.7552125,723.502085,1808.7552125,723.502085,10942.2,759.67718925,723.502085,868.202502,1012.902919,723.502085,723.502085,8286.8928,8286.8928,8286.8928,8286.8928,8286.8928,8286.8928,8286.8928,8286.8928,218.20925,10942.2
2902,58120,HC D&C NON-OBSTETRICAL,0360,Inpatient/Outpatient,24457.0,24457.0,9144,7496,11924,9474.4,6002,3463.614,4329.5175,3463.614,3463.614,3463.614,3567.52242,3498.25014,3567.52242,3584.84049,2107,3648.03093,1621.34708,1864.549142,1864.549142,3648.03093,4053.3677,1621.34708,4053.3677,1621.34708,14674.2,1702.414434,1621.34708,1945.616496,2269.885912,1621.34708,1621.34708,11113.2608,11113.2608,11113.2608,11113.2608,11113.2608,11113.2608,11113.2608,11113.2608,1621.34708,14674.2
2903,58145,MYOMECTOMY VAG METHOD,0360,Inpatient/Outpatient,29489.0,29489.0,9144,7496,11924,9474.4,6002,3463.614,4329.5175,3463.614,3463.614,3463.614,3567.52242,3498.25014,3567.52242,3584.84049,3404,3172.11816375,1409.830295,1621.30483925,1621.30483925,3172.11816375,3524.5757375,1409.830295,3524.5757375,1409.830295,17693.4,1480.32180975,1409.830295,1691.796354,1973.762413,1409.830295,1409.830295,13399.8016,13399.8016,13399.8016,13399.8016,13399.8016,13399.8016,13399.8016,13399.8016,1409.830295,17693.4
2904,58146,MYOMECTOMY ABDOM COMPLEX,0360,Inpatient/Outpatient,71019.0,71019.0,9144,7496,13737,9474.4,7522,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,35509.5,5242.71873375,2330.097215,2679.61179725,2679.61179725,5242.71873375,5825.2430375,2330.097215,5825.2430375,2330.097215,42611.4,2446.60207575,2330.097215,2796.116658,3262.136101,2330.097215,2330.097215,32271.0336,32271.0336,32271.0336,32271.0336,32271.0336,32271.0336,32271.0336,32271.0336,2330.097215,42611.4
2905,58260,VAGINAL HYSTERECTOMY,0360,Inpatient/Outpatient,44514.0,44514.0,9144,7496,13737,9474.4,7522,5678.00975,7097.5121875,5678.00975,5678.00975,5678.00975,5848.3500425,5734.7898475,5848.3500425,5876.74009125,2965,3172.11816375,1409.830295,1621.30483925,1621.30483925,3172.11816375,3524.5757375,1409.830295,3524.5757375,1409.830295,26708.4,1480.32180975,1409.830295,1691.796354,1973.762413,1409.830295,1409.830295,20227.1616,20227.1616,20227.1616,20227.1616,20227.1616,20227.1616,20227.1616,20227.1616,1409.830295,26708.4
2906,58262,VAG HYST INCLUDING T/O,0360,Inpatient/Outpatient,48851.0,48851.0,9144,7496,13737,9474.4,7522,5678.00975,7097.5121875,5678.00975,5678.00975,5678.00975,5848.3500425,5734.7898475,5848.3500425,5876.74009125,2965,3172.11816375,1409.830295,1621.30483925,1621.30483925,3172.11816375,3524.5757375,1409.830295,3524.5757375,1409.830295,29310.6,1480.32180975,1409.830295,1691.796354,1973.762413,1409.830295,1409.830295,22197.8944,22197.8944,22197.8944,22197.8944,22197.8944,22197.8944,22197.8944,22197.8944,1409.830295,29310.6
2907,58263,VAG HYST W/T/O VAG REPAIR,0360,Inpatient/Outpatient,45660.0,45660.0,9144,7496,13737,9474.4,7522,5678.00975,7097.5121875,5678.00975,5678.00975,5678.00975,5848.3500425,5734.7898475,5848.3500425,5876.74009125,2965,3172.11816375,1409.830295,1621.30483925,1621.30483925,3172.11816375,3524.5757375,1409.830295,3524.5757375,1409.830295,27396,1480.32180975,1409.830295,1691.796354,1973.762413,1409.830295,1409.830295,20747.904,20747.904,20747.904,20747.904,20747.904,20747.904,20747.904,20747.904,1409.830295,27396.0
2908,58267,VAG HYST W/URINARY REPAIR,0360,Inpatient/Outpatient,48048.0,48048.0,9144,7496,13737,9474.4,7522,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,24024,3172.11816375,1409.830295,1621.30483925,1621.30483925,3172.11816375,3524.5757375,1409.830295,3524.5757375,1409.830295,28828.8,1480.32180975,1409.830295,1691.796354,1973.762413,1409.830295,1409.830295,21833.0112,21833.0112,21833.0112,21833.0112,21833.0112,21833.0112,21833.0112,21833.0112,1409.830295,28828.8
2909,58270,VAG HYST W/ENTEROCELE REPAIR,0360,Inpatient/Outpatient,25762.0,25762.0,9144,7496,13737,9474.4,7522,5678.00975,7097.5121875,5678.00975,5678.00975,5678.00975,5848.3500425,5734.7898475,5848.3500425,5876.74009125,2965,3172.11816375,1409.830295,1621.30483925,1621.30483925,3172.11816375,3524.5757375,1409.830295,3524.5757375,1409.830295,15457.2,1480.32180975,1409.830295,1691.796354,1973.762413,1409.830295,1409.830295,11706.2528,11706.2528,11706.2528,11706.2528,11706.2528,11706.2528,11706.2528,11706.2528,1409.830295,15457.2
2910,58275,HYSTERECTOMY/REVISE VAGINA,0360,Inpatient/Outpatient,35148.0,35148.0,9144,7496,14259,9474.4,7522,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,17574,3172.11816375,1409.830295,1621.30483925,1621.30483925,3172.11816375,3524.5757375,1409.830295,3524.5757375,1409.830295,21088.8,1480.32180975,1409.830295,1691.796354,1973.762413,1409.830295,1409.830295,15971.2512,15971.2512,15971.2512,15971.2512,15971.2512,15971.2512,15971.2512,15971.2512,1409.830295,21088.8
2911,58292,VAG HYST T/O REPAIR COMPL,0360,Inpatient/Outpatient,47474.0,47474.0,9144,7496,15594,9474.4,8561,8483.811,10604.76375,8483.811,8483.811,8483.811,8738.32533,8568.64911,8738.32533,8780.744385,4697,5242.71873375,2330.097215,2679.61179725,2679.61179725,5242.71873375,5825.2430375,2330.097215,5825.2430375,2330.097215,28484.4,2446.60207575,2330.097215,2796.116658,3262.136101,2330.097215,2330.097215,21572.1856,21572.1856,21572.1856,21572.1856,21572.1856,21572.1856,21572.1856,21572.1856,2330.097215,28484.4
2912,58300,HC INSERTION INTRAUTERINE DEVICE IUD,0360,Inpatient/Outpatient,24485.0,24485.0,9144,559,9829,9474.4,3070,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,340,617.7217040559,274.5429795804,315.7244265175,315.7244265175,617.7217040559,686.357448951,274.5429795804,686.357448951,274.5429795804,14691,288.2701285594,274.5429795804,329.4515754965,384.3601714126,274.5429795804,274.5429795804,11125.984,11125.984,11125.984,11125.984,11125.984,11125.984,11125.984,11125.984,274.5429795804,14691.0
2913,58301,HC REMOVAL INTRAUTERINE DEVICE IUD,0360,Inpatient/Outpatient,26887.0,26887.0,9144,7496,9829,9474.4,3070,357.651,447.06375,357.651,357.651,357.651,368.38053,361.22751,368.38053,370.168785,340,617.7217040559,274.5429795804,315.7244265175,315.7244265175,617.7217040559,686.357448951,274.5429795804,686.357448951,274.5429795804,16132.2,288.2701285594,274.5429795804,329.4515754965,384.3601714126,274.5429795804,274.5429795804,12217.4528,12217.4528,12217.4528,12217.4528,12217.4528,12217.4528,12217.4528,12217.4528,274.5429795804,16132.2
2914,58340,HC CATHETER FOR HYSTEROGRAPHY,0360,Inpatient/Outpatient,17992.0,17992.0,9144,7496,9829,9474.4,3070,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,1564,1384.878375,615.5015,707.826725,707.826725,1384.878375,1538.75375,615.5015,1538.75375,615.5015,10795.2,646.276575,615.5015,738.6018,861.7021,615.5015,615.5015,8175.5648,8175.5648,8175.5648,8175.5648,8175.5648,8175.5648,8175.5648,8175.5648,615.5015,10795.2
2915,58350,REOPEN FALLOPIAN TUBE,0360,Inpatient/Outpatient,30089.0,30089.0,9144,7496,13737,9474.4,7522,5678.00975,7097.5121875,5678.00975,5678.00975,5678.00975,5848.3500425,5734.7898475,5848.3500425,5876.74009125,2412,3648.03093,1621.34708,1864.549142,1864.549142,3648.03093,4053.3677,1621.34708,4053.3677,1621.34708,18053.4,1702.414434,1621.34708,1945.616496,2269.885912,1621.34708,1621.34708,13672.4416,13672.4416,13672.4416,13672.4416,13672.4416,13672.4416,13672.4416,13672.4416,1621.34708,18053.4
2916,58541,LSH UTERUS 250 G OR LESS,0360,Inpatient/Outpatient,49227.0,49227.0,17784,7496,14259,9474.4,9670,6384.88375,7981.1046875,6384.88375,6384.88375,6384.88375,6576.4302625,6448.7325875,6576.4302625,6608.35468125,4697,5242.71873375,2330.097215,2679.61179725,2679.61179725,5242.71873375,5825.2430375,2330.097215,5825.2430375,2330.097215,29536.2,2446.60207575,2330.097215,2796.116658,3262.136101,2330.097215,2330.097215,22368.7488,22368.7488,22368.7488,22368.7488,22368.7488,22368.7488,22368.7488,22368.7488,2330.097215,29536.2
2917,58542,LSH W/T/O UT 250 G OR LESS,0360,Inpatient/Outpatient,65917.0,65917.0,17784,7496,15594,9474.4,9670,11131.9425,13914.928125,11131.9425,11131.9425,11131.9425,11465.900775,11243.261925,11465.900775,11521.5604875,4697,5242.71873375,2330.097215,2679.61179725,2679.61179725,5242.71873375,5825.2430375,2330.097215,5825.2430375,2330.097215,39550.2,2446.60207575,2330.097215,2796.116658,3262.136101,2330.097215,2330.097215,29952.6848,29952.6848,29952.6848,29952.6848,29952.6848,29952.6848,29952.6848,29952.6848,2330.097215,39550.2
2918,58543,LSH UTERUS ABOVE 250 G,0360,Inpatient/Outpatient,51661.0,51661.0,17784,7496,15594,9474.4,9670,11131.9425,13914.928125,11131.9425,11131.9425,11131.9425,11465.900775,11243.261925,11465.900775,11521.5604875,4697,5242.71873375,2330.097215,2679.61179725,2679.61179725,5242.71873375,5825.2430375,2330.097215,5825.2430375,2330.097215,30996.6,2446.60207575,2330.097215,2796.116658,3262.136101,2330.097215,2330.097215,23474.7584,23474.7584,23474.7584,23474.7584,23474.7584,23474.7584,23474.7584,23474.7584,2330.097215,30996.6
2919,58544,LSH W/T/O UTERUS ABOVE 250 G,0360,Inpatient/Outpatient,49834.0,49834.0,17784,7496,15594,9474.4,9670,11131.9425,13914.928125,11131.9425,11131.9425,11131.9425,11465.900775,11243.261925,11465.900775,11521.5604875,4697,5242.71873375,2330.097215,2679.61179725,2679.61179725,5242.71873375,5825.2430375,2330.097215,5825.2430375,2330.097215,29900.4,2446.60207575,2330.097215,2796.116658,3262.136101,2330.097215,2330.097215,22644.5696,22644.5696,22644.5696,22644.5696,22644.5696,22644.5696,22644.5696,22644.5696,2330.097215,29900.4
2920,58545,LAPAROSCOPIC MYOMECTOMY,0360,Inpatient/Outpatient,51642.0,51642.0,17784,7496,14259,9474.4,8561,6384.88375,7981.1046875,6384.88375,6384.88375,6384.88375,6576.4302625,6448.7325875,6576.4302625,6608.35468125,6270,5242.71873375,2330.097215,2679.61179725,2679.61179725,5242.71873375,5825.2430375,2330.097215,5825.2430375,2330.097215,30985.2,2446.60207575,2330.097215,2796.116658,3262.136101,2330.097215,2330.097215,23466.1248,23466.1248,23466.1248,23466.1248,23466.1248,23466.1248,23466.1248,23466.1248,2330.097215,30985.2
2921,58546,LAPARO-MYOMECTOMY COMPLEX,0360,Inpatient/Outpatient,55973.0,55973.0,17784,7496,15594,9474.4,9670,11131.9425,13914.928125,11131.9425,11131.9425,11131.9425,11465.900775,11243.261925,11465.900775,11521.5604875,6270,5242.71873375,2330.097215,2679.61179725,2679.61179725,5242.71873375,5825.2430375,2330.097215,5825.2430375,2330.097215,33583.8,2446.60207575,2330.097215,2796.116658,3262.136101,2330.097215,2330.097215,25434.1312,25434.1312,25434.1312,25434.1312,25434.1312,25434.1312,25434.1312,25434.1312,2330.097215,33583.8
2922,58552,LAPARO-VAG HYST INCL T/O,0360,Inpatient/Outpatient,53163.0,53163.0,17784,7496,15594,9474.4,9670,11131.9425,13914.928125,11131.9425,11131.9425,11131.9425,11465.900775,11243.261925,11465.900775,11521.5604875,4697,5242.71873375,2330.097215,2679.61179725,2679.61179725,5242.71873375,5825.2430375,2330.097215,5825.2430375,2330.097215,31897.8,2446.60207575,2330.097215,2796.116658,3262.136101,2330.097215,2330.097215,24157.2672,24157.2672,24157.2672,24157.2672,24157.2672,24157.2672,24157.2672,24157.2672,2330.097215,31897.8
2923,58554,LAPARO-VAG HYST W/T/O COMPL,0360,Inpatient/Outpatient,52416.0,52416.0,17784,7496,15594,9474.4,9670,11131.9425,13914.928125,11131.9425,11131.9425,11131.9425,11465.900775,11243.261925,11465.900775,11521.5604875,4697,5242.71873375,2330.097215,2679.61179725,2679.61179725,5242.71873375,5825.2430375,2330.097215,5825.2430375,2330.097215,31449.6,2446.60207575,2330.097215,2796.116658,3262.136101,2330.097215,2330.097215,23817.8304,23817.8304,23817.8304,23817.8304,23817.8304,23817.8304,23817.8304,23817.8304,2330.097215,31449.6
2924,58555,HC HYSTEROSCOPY DIAGNOSTIC,0360,Inpatient/Outpatient,24437.0,24437.0,9144,7496,11924,9474.4,6002,3463.614,4329.5175,3463.614,3463.614,3463.614,3567.52242,3498.25014,3567.52242,3584.84049,1564,3648.03093,1621.34708,1864.549142,1864.549142,3648.03093,4053.3677,1621.34708,4053.3677,1621.34708,14662.2,1702.414434,1621.34708,1945.616496,2269.885912,1621.34708,1621.34708,11104.1728,11104.1728,11104.1728,11104.1728,11104.1728,11104.1728,11104.1728,11104.1728,1564.0,14662.2
2925,58558,HYSTEROSCOPY BIOPSY,0360,Inpatient/Outpatient,25255.0,25255.0,9144,7496,11924,9474.4,6002,3463.614,4329.5175,3463.614,3463.614,3463.614,3567.52242,3498.25014,3567.52242,3584.84049,2412,3648.03093,1621.34708,1864.549142,1864.549142,3648.03093,4053.3677,1621.34708,4053.3677,1621.34708,15153,1702.414434,1621.34708,1945.616496,2269.885912,1621.34708,1621.34708,11475.872,11475.872,11475.872,11475.872,11475.872,11475.872,11475.872,11475.872,1621.34708,15153.0
2926,58559,HYSTEROSCOPY LYSIS,0360,Inpatient/Outpatient,22158.0,22158.0,9144,7496,13737,9474.4,6002,5678.00975,7097.5121875,5678.00975,5678.00975,5678.00975,5848.3500425,5734.7898475,5848.3500425,5876.74009125,2107,3648.03093,1621.34708,1864.549142,1864.549142,3648.03093,4053.3677,1621.34708,4053.3677,1621.34708,13294.8,1702.414434,1621.34708,1945.616496,2269.885912,1621.34708,1621.34708,10068.5952,10068.5952,10068.5952,10068.5952,10068.5952,10068.5952,10068.5952,10068.5952,1621.34708,13737.0
2927,58560,HYSTEROSCOPY RESECT SEPTUM,0360,Inpatient/Outpatient,27688.0,27688.0,9144,7496,13737,9474.4,7522,5678.00975,7097.5121875,5678.00975,5678.00975,5678.00975,5848.3500425,5734.7898475,5848.3500425,5876.74009125,2412,3648.03093,1621.34708,1864.549142,1864.549142,3648.03093,4053.3677,1621.34708,4053.3677,1621.34708,16612.8,1702.414434,1621.34708,1945.616496,2269.885912,1621.34708,1621.34708,12581.4272,12581.4272,12581.4272,12581.4272,12581.4272,12581.4272,12581.4272,12581.4272,1621.34708,16612.8
2928,58561,HYSTEROSCOPY REMOVE MYOMA,0360,Inpatient/Outpatient,30097.0,30097.0,9144,7496,13737,9474.4,7522,5678.00975,7097.5121875,5678.00975,5678.00975,5678.00975,5848.3500425,5734.7898475,5848.3500425,5876.74009125,2412,3172.11816375,1409.830295,1621.30483925,1621.30483925,3172.11816375,3524.5757375,1409.830295,3524.5757375,1409.830295,18058.2,1480.32180975,1409.830295,1691.796354,1973.762413,1409.830295,1409.830295,13676.0768,13676.0768,13676.0768,13676.0768,13676.0768,13676.0768,13676.0768,13676.0768,1409.830295,18058.2
2929,58562,HYSTEROSCOPY REMOVE FB,0360,Inpatient/Outpatient,21404.0,21404.0,9144,7496,11924,9474.4,6002,3463.614,4329.5175,3463.614,3463.614,3463.614,3567.52242,3498.25014,3567.52242,3584.84049,2412,3648.03093,1621.34708,1864.549142,1864.549142,3648.03093,4053.3677,1621.34708,4053.3677,1621.34708,12842.4,1702.414434,1621.34708,1945.616496,2269.885912,1621.34708,1621.34708,9725.9776,9725.9776,9725.9776,9725.9776,9725.9776,9725.9776,9725.9776,9725.9776,1621.34708,12842.4
2930,58563,HYSTEROSCOPY ABLATION,0360,Inpatient/Outpatient,32763.0,32763.0,9144,7496,13737,9474.4,7522,5678.00975,7097.5121875,5678.00975,5678.00975,5678.00975,5848.3500425,5734.7898475,5848.3500425,5876.74009125,2965,3648.03093,1621.34708,1864.549142,1864.549142,3648.03093,4053.3677,1621.34708,4053.3677,1621.34708,19657.8,1702.414434,1621.34708,1945.616496,2269.885912,1621.34708,1621.34708,14887.5072,14887.5072,14887.5072,14887.5072,14887.5072,14887.5072,14887.5072,14887.5072,1621.34708,19657.8
2931,58570,TLH UTERUS 250 G OR LESS,0360,Inpatient/Outpatient,46758.0,46758.0,17784,7496,15594,9474.4,9670,11131.9425,13914.928125,11131.9425,11131.9425,11131.9425,11465.900775,11243.261925,11465.900775,11521.5604875,4697,5242.71873375,2330.097215,2679.61179725,2679.61179725,5242.71873375,5825.2430375,2330.097215,5825.2430375,2330.097215,28054.8,2446.60207575,2330.097215,2796.116658,3262.136101,2330.097215,2330.097215,21246.8352,21246.8352,21246.8352,21246.8352,21246.8352,21246.8352,21246.8352,21246.8352,2330.097215,28054.8
2932,58571,TLH W/T/O 250 G OR LESS,0360,Inpatient/Outpatient,46812.0,46812.0,17784,7496,15594,9474.4,9670,11131.9425,13914.928125,11131.9425,11131.9425,11131.9425,11465.900775,11243.261925,11465.900775,11521.5604875,4697,5242.71873375,2330.097215,2679.61179725,2679.61179725,5242.71873375,5825.2430375,2330.097215,5825.2430375,2330.097215,28087.2,2446.60207575,2330.097215,2796.116658,3262.136101,2330.097215,2330.097215,21271.3728,21271.3728,21271.3728,21271.3728,21271.3728,21271.3728,21271.3728,21271.3728,2330.097215,28087.2
2933,58572,TLH UTERUS OVER 250 G,0360,Inpatient/Outpatient,46638.0,46638.0,17784,7496,15594,9474.4,9670,11131.9425,13914.928125,11131.9425,11131.9425,11131.9425,11465.900775,11243.261925,11465.900775,11521.5604875,4697,5242.71873375,2330.097215,2679.61179725,2679.61179725,5242.71873375,5825.2430375,2330.097215,5825.2430375,2330.097215,27982.8,2446.60207575,2330.097215,2796.116658,3262.136101,2330.097215,2330.097215,21192.3072,21192.3072,21192.3072,21192.3072,21192.3072,21192.3072,21192.3072,21192.3072,2330.097215,27982.8
2934,58573,TLH W/T/O UTERUS OVER 250 G,0360,Inpatient/Outpatient,48206.0,48206.0,17784,7496,15594,9474.4,9670,11131.9425,13914.928125,11131.9425,11131.9425,11131.9425,11465.900775,11243.261925,11465.900775,11521.5604875,4697,5242.71873375,2330.097215,2679.61179725,2679.61179725,5242.71873375,5825.2430375,2330.097215,5825.2430375,2330.097215,28923.6,2446.60207575,2330.097215,2796.116658,3262.136101,2330.097215,2330.097215,21904.8064,21904.8064,21904.8064,21904.8064,21904.8064,21904.8064,21904.8064,21904.8064,2330.097215,28923.6
2935,58575,REMOVAL OF UTERUS FOR REMOVAL OF GROWTH USING AN ENDOSCOPE,0360,Inpatient/Outpatient,53546.0,53546.0,17784,7496,14259,9474.4,7522,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,26773,5242.71873375,2330.097215,2679.61179725,2679.61179725,5242.71873375,5825.2430375,2330.097215,5825.2430375,2330.097215,32127.6,2446.60207575,2330.097215,2796.116658,3262.136101,2330.097215,2330.097215,24331.3024,24331.3024,24331.3024,24331.3024,24331.3024,24331.3024,24331.3024,24331.3024,2330.097215,32127.6
